                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 R 6 ATFL 10 ATFL 16 R 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 R 6 ATFL 10 ATFL 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATFL 6 ATFL 10 ATFL 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATFL 6 ATS 10 ATFL 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATFL 6 ATS 10 ATS 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATS 10 ATS 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATP 10 ATS 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATP 10 ATP 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATSL 10 ATP 16 ATFL 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATSL 10 ATP 16 ATS 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATSL 10 ATP 16 ATP 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATS 6 ATSL 10 ATSL 16 ATP 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATP 6 ATSL 10 ATSL 16 ATP 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATSL 6 ATSL 10 ATSL 16 ATP 11 
STR  WAR 905.0  WAR 923.0  WAR 978.0  WAR 930.0  0 ATSL 6 ATSL 10 ATSL 16 ATSL 11 
