                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 R 7 ATFL 32 ATFL 19 R 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 R 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATFL 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATFL 7 ATFL 32 ATS 19 ATFL 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 7 ATFL 32 ATS 19 ATFL 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 7 ATS 32 ATS 19 ATFL 6 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 1.0  WAR 1.0  WAR 1.0  CTG 1.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 1.0  WAR 1.0  WAR 1.0  CTG 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 199.0  WAR 1.0  WAR 1.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 199.0  CTG 1.0  WAR 1.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 199.0  CTG 1.0  WAR 1.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 199.0  CTG 1.0  CTG 1.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 199.0  WFARTS 199.0  CTG 1.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  ANR  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATS 32 ATP 19 ATS 6 
  WFB  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATP 32 ATP 19 ATS 6 
  WFB  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATS 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  WFARTS 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 199.0  WFARTS 199.0  ATH 199.0  WFARTS 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 199.0  ATH 199.0  ATH 199.0  WFARTS 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 199.0  ATH 199.0  ATH 199.0  WFARTS 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 199.0  ATH 199.0  ATH 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 199.0  ATH 199.0  ATH 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  ATH 199.0  ATH 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  PAB 199.0  ATH 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  WAR 100.0  ATH 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  WAR 100.0  PAB 199.0  ATH 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  WAR 100.0  PAB 100.0  PAB 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 100.0  WAR 100.0  PAB 100.0  PAB 199.0  0 ATP 7 ATP 32 ATP 19 ATSL 6 
  WFB  WAR 100.0  WAR 100.0  PAB 100.0  PAB 199.0  0 ATP 7 ATSL 32 ATP 19 ATSL 6 
  WFB  WAR 100.0  WAR 100.0  PAB 100.0  PAB 199.0  0 ATP 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 100.0  WAR 100.0  PAB 100.0  PAB 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 100.0  WAR 100.0  WAR 100.0  PAB 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 R 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 R 7 ATSL 32 R 19 ATSL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 R 7 R 32 R 19 ATSL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 R 7 R 32 R 19 R 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 R 7 ATFL 32 R 19 R 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATFL 32 R 19 R 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATFL 32 ATFL 19 R 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATFL 32 ATS 19 ATFL 6 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATS 32 ATS 19 ATFL 6 
  SA  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATFL 7 ATS 32 ATS 19 ATFL 6 
  SA  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATS 7 ATS 32 ATS 19 ATFL 6 
  SA  WAR 100.0  WAR 100.0  CTG 100.0  WAR 100.0  0 ATS 7 ATS 32 ATS 19 ATFL 6 
  SA  WAR 100.0  WAR 100.0  CTG 298.0  WAR 100.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 100.0  WAR 100.0  CTG 298.0  CTG 100.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 100.0  WAR 100.0  WFARTS 298.0  CTG 100.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 100.0  WAR 100.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 100.0  CTG 100.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 100.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 100.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  ANR  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATS 32 ATP 19 ATS 6 
  WFB  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATP 32 ATP 19 ATS 6 
  WFB  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATS 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  WFARTS 298.0  WFARTS 298.0  WFARTS 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  ATH 298.0  WFARTS 298.0  WFARTS 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  ATH 298.0  WFARTS 298.0  ATH 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  ATH 298.0  ATH 298.0  ATH 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  ATH 298.0  ATH 298.0  PAB 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  ATH 298.0  ATH 298.0  WAR 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 298.0  PAB 298.0  ATH 298.0  WAR 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 298.0  PAB 298.0  ATH 298.0  WAR 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 298.0  WAR 199.0  ATH 298.0  WAR 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATP 7 ATP 32 ATSL 19 ATP 6 
  WFB  PAB 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATP 7 ATP 32 ATSL 19 ATSL 6 
  WFB  PAB 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATP 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  PAB 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 199.0  WAR 199.0  PAB 298.0  WAR 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATSL 7 ATSL 32 ATSL 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATSL 7 R 32 ATSL 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 R 7 R 32 ATSL 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 R 7 R 32 R 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 R 7 ATFL 32 R 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 R 7 ATFL 32 ATFL 19 R 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 R 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATFL 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATFL 7 ATS 32 ATFL 19 ATFL 6 
  SA  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATFL 7 ATS 32 ATFL 19 ATFL 6 
  SA  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATS 7 ATS 32 ATFL 19 ATFL 6 
  SA  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATFL 6 
  SA  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 199.0  WAR 199.0  CTG 199.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 199.0  WAR 199.0  WFARTS 397.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 199.0  WAR 199.0  WFARTS 397.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 397.0  WAR 199.0  WFARTS 397.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 397.0  CTG 199.0  WFARTS 397.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WAR 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  CTG 199.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  ANR  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATP 32 ATS 19 ATS 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATP 32 ATS 19 ATP 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATS 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 397.0  WFARTS 397.0  WFARTS 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WFARTS 397.0  ATH 397.0  WFARTS 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 397.0  ATH 397.0  WFARTS 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 397.0  ATH 397.0  ATH 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 397.0  ATH 397.0  ATH 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  ATH 397.0  ATH 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  PAB 397.0  ATH 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  ATH 397.0  ATH 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  ATH 397.0  PAB 397.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  PAB 298.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  PAB 298.0  0 ATSL 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  PAB 298.0  0 ATSL 7 ATP 32 ATSL 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  PAB 298.0  0 ATSL 7 ATSL 32 ATSL 19 ATP 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  PAB 298.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 298.0  WAR 298.0  PAB 397.0  WAR 298.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATSL 7 ATSL 32 ATSL 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATSL 7 R 32 ATSL 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATSL 7 R 32 R 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 R 7 R 32 R 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 R 7 R 32 ATFL 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 R 7 ATFL 32 ATFL 19 R 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 R 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATFL 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 7 ATFL 32 ATFL 19 ATFL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 7 ATFL 32 ATS 19 ATFL 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 7 ATFL 32 ATS 19 ATS 6 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WAR 298.0  WAR 298.0  CTG 298.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WAR 298.0  WAR 298.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WAR 298.0  CTG 298.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WAR 298.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  CTG 298.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WAR 298.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  CTG 298.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  SA  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  ANR  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATS 6 
  WFB  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATS 7 ATS 32 ATS 19 ATP 6 
  WFB  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATP 7 ATS 32 ATS 19 ATP 6 
  WFB  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATP 7 ATP 32 ATS 19 ATP 6 
  WFB  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  WFARTS 496.0  WFARTS 496.0  WFARTS 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  ATH 496.0  WFARTS 496.0  WFARTS 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  ATH 496.0  ATH 496.0  WFARTS 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  ATH 496.0  ATH 496.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  ATH 496.0  PAB 496.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  ATH 496.0  WAR 397.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  PAB 496.0  WAR 397.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  ATH 496.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  PAB 496.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATP 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATSL 7 ATP 32 ATP 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATSL 7 ATSL 32 ATP 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  ATH 496.0  0 ATSL 7 ATSL 32 ATSL 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  PAB 496.0  0 ATSL 7 ATSL 32 ATSL 19 ATP 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  PAB 496.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATSL 7 ATSL 32 ATSL 19 ATSL 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATSL 7 ATSL 32 R 19 ATSL 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATSL 7 R 32 R 19 ATSL 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 R 7 R 32 R 19 ATSL 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 R 7 R 32 R 19 R 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 R 7 R 32 ATFL 19 R 6 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 R 7 ATFL 32 ATFL 19 R 6 
