                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 R 11 R 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 R 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
SA  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
ANR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
WFB  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
STR  WAR 976.0  WAR 935.0  WAR 992.0  WAR 944.0  0 ATFL 11 ATFL 14 ATFL 16 ATFL 20 
