                            AFTERNOON AT THE RACE TRACK - Description of the internal state of the problem
   MAN/BRK              SPECTATOR/BETTER              HORSE/JOCKEY PAIR at RACE RN
  Stat  St0  Am0 St1  Am1 St2  Am2 St3  Am3 RN St0 Len0 St1 Len1 St2 Len2 Sr3 Len3 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 AFL 18 AFL 4 AFL 10 RUN 2 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 AFL 18 AFL 4 AFL 10 AFL 2 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 AFL 18 AFL 4 ATS 10 AFL 2 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 AFL 18 ATS 4 ATS 10 AFL 2 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 AFL 18 ATS 4 ATS 10 ATS 2 
  STR  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 1.0  WAR 1.0  WAR 1.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 1.0  CTG 1.0  WAR 1.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 1.0  WRS 199.0  WAR 1.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 1.0  WRS 199.0  CTG 1.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 1.0  WRS 199.0  WRS 199.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  CTG 1.0  WRS 199.0  WRS 199.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 199.0  WRS 199.0  WRS 199.0  WAR 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 199.0  WRS 199.0  WRS 199.0  CTG 1.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  ANR  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATS 4 ATP 10 ATS 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATP 4 ATP 10 ATS 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATS 18 ATP 4 ATP 10 ATP 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  WRS 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WRS 199.0  WRS 199.0  WRS 199.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 199.0  WRS 199.0  WRS 199.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 199.0  WRS 199.0  ATH 199.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 199.0  ATH 199.0  ATH 199.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 199.0  ATH 199.0  PAB 199.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 199.0  ATH 199.0  WAR 100.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  PAB 199.0  ATH 199.0  WAR 100.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 100.0  ATH 199.0  WAR 100.0  ATH 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 100.0  ATH 199.0  WAR 100.0  PAB 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  PAB 199.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  PAB 199.0  0 ATP 18 ATP 4 ATP 10 ASL 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  PAB 199.0  0 ATP 18 ASL 4 ATP 10 ASL 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  PAB 199.0  0 ATP 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  PAB 100.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 100.0  PAB 199.0  WAR 100.0  WAR 100.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 RUN 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 RUN 18 ASL 4 RUN 10 ASL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 RUN 18 RUN 4 RUN 10 ASL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 RUN 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 RUN 4 AFL 10 RUN 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 AFL 4 AFL 10 RUN 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 AFL 4 AFL 10 AFL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 ATS 4 AFL 10 AFL 2 
  STR  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 ATS 4 ATS 10 AFL 2 
  SAC  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 AFL 18 ATS 4 ATS 10 AFL 2 
  SAC  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATS 18 ATS 4 ATS 10 AFL 2 
  SAC  WAR 100.0  WAR 100.0  WAR 100.0  WAR 100.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 100.0  WAR 100.0  WAR 100.0  CTG 100.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 100.0  WAR 100.0  WAR 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  CTG 100.0  WAR 100.0  WAR 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 298.0  WAR 100.0  WAR 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 298.0  CTG 100.0  WAR 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 298.0  WRS 298.0  WAR 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 298.0  WRS 298.0  CTG 100.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  ANR  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATP 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATP 18 ATS 4 ATS 10 ATP 2 
  WFB  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATP 18 ATP 4 ATS 10 ATP 2 
  WFB  WRS 298.0  WRS 298.0  WRS 298.0  WRS 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WRS 298.0  WRS 298.0  ATH 298.0  WRS 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WRS 298.0  ATH 298.0  ATH 298.0  WRS 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 298.0  ATH 298.0  ATH 298.0  WRS 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 298.0  ATH 298.0  ATH 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  PAB 298.0  ATH 298.0  ATH 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  ATH 298.0  ATH 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  PAB 298.0  ATH 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  ATH 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  PAB 298.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  ATH 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  PAB 298.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  PAB 298.0  0 ASL 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  PAB 298.0  0 ASL 18 ATP 4 ATP 10 ASL 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  PAB 298.0  0 ASL 18 ATP 4 ASL 10 ASL 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  PAB 298.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ASL 18 ASL 4 ASL 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ASL 18 ASL 4 RUN 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ASL 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 RUN 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 RUN 18 AFL 4 RUN 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 AFL 4 RUN 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 AFL 4 AFL 10 RUN 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 AFL 4 AFL 10 AFL 2 
  STR  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 AFL 4 AFL 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 AFL 4 AFL 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 AFL 18 ATS 4 AFL 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATS 18 ATS 4 AFL 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  WAR 199.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  CTG 199.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WAR 199.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  CTG 199.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  WAR 199.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  CTG 199.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 199.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  CTG 199.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  ANR  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATP 10 ATS 2 
  WFB  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATS 4 ATP 10 ATP 2 
  WFB  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATS 18 ATP 4 ATP 10 ATP 2 
  WFB  WRS 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  WRS 397.0  WRS 397.0  WRS 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  ATH 397.0  WRS 397.0  WRS 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  ATH 397.0  ATH 397.0  WRS 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  ATH 397.0  ATH 397.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  ATH 397.0  PAB 397.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  ATH 397.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  PAB 397.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 397.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  PAB 397.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ASL 10 ATP 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ATP 4 ASL 10 ASL 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ATP 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  ATH 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  PAB 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 RUN 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 RUN 18 RUN 4 ASL 10 ASL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 RUN 18 RUN 4 ASL 10 RUN 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 RUN 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 AFL 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 AFL 18 RUN 4 AFL 10 RUN 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 AFL 18 AFL 4 AFL 10 RUN 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 AFL 18 AFL 4 AFL 10 AFL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 AFL 18 AFL 4 ATS 10 AFL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 18 AFL 4 ATS 10 AFL 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 18 AFL 4 ATS 10 ATS 2 
  STR  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WAR 298.0  WAR 298.0  WAR 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WAR 298.0  CTG 298.0  WAR 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WAR 298.0  WRS 496.0  WAR 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WAR 298.0  WRS 496.0  CTG 298.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WAR 298.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  CTG 298.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WAR 298.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  CTG 298.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  SAC  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  ANR  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATS 10 ATS 2 
  WFB  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATS 18 ATS 4 ATP 10 ATS 2 
  WFB  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATP 18 ATS 4 ATP 10 ATS 2 
  WFB  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATP 18 ATS 4 ATP 10 ATP 2 
  WFB  WRS 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  WRS 496.0  WRS 496.0  WRS 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  ATH 496.0  WRS 496.0  WRS 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  ATH 496.0  WRS 496.0  ATH 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  ATH 496.0  ATH 496.0  ATH 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  ATH 496.0  ATH 496.0  PAB 496.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  ATH 496.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  PAB 496.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  ATH 496.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  PAB 496.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 397.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ATP 10 ATP 2 
  WFB  WAR 397.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ATP 18 ATP 4 ASL 10 ATP 2 
  WFB  WAR 397.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ASL 18 ATP 4 ASL 10 ATP 2 
  WFB  WAR 397.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ASL 18 ATP 4 ASL 10 ASL 2 
  WFB  WAR 397.0  WAR 397.0  ATH 496.0  WAR 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 397.0  WAR 397.0  PAB 496.0  WAR 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  WFB  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ASL 18 ASL 4 ASL 10 ASL 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ASL 18 RUN 4 ASL 10 ASL 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ASL 18 RUN 4 ASL 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 RUN 18 RUN 4 ASL 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 RUN 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 AFL 18 RUN 4 RUN 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 AFL 18 AFL 4 RUN 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 AFL 18 AFL 4 AFL 10 RUN 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 AFL 18 AFL 4 AFL 10 AFL 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 AFL 18 ATS 4 AFL 10 AFL 2 
  STR  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATS 18 ATS 4 AFL 10 AFL 2 
  SAC  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATS 18 ATS 4 AFL 10 AFL 2 
  SAC  WAR 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATS 18 ATS 4 ATS 10 AFL 2 
  SAC  CTG 397.0  WAR 397.0  WAR 397.0  WAR 397.0  0 ATS 18 ATS 4 ATS 10 AFL 2 
